order_id,user_id,ts,amount,category,used_promo,payment_type
66,1456,2025-05-27T18:50:30,439.39,Grocery,1,CARD
67,2017,2025-05-27T08:17:38,706.18,Grocery,1,CARD
68,1296,2025-05-27T13:44:37,542.86,Home,0,CARD
69,1720,2025-05-27T10:58:44,3158.19,Electronics,1,CARD
70,1338,2025-05-27T15:53:24,422.79,Beauty,1,UPI
71,1879,2025-05-27T18:32:26,456.52,Home,0,CARD
72,2077,2025-05-27T19:02:28,1028.25,Books,0,UPI
73,1792,2025-05-27T16:17:36,961.92,Fashion,1,CARD
74,1217,2025-05-27T10:33:20,423.02,Grocery,0,UPI
75,1764,2025-05-27T17:26:37,420.57,Beauty,0,WALLET
76,1188,2025-05-27T15:06:51,8360.23,Electronics,0,UPI
77,1380,2025-05-27T19:27:15,2344.41,Fashion,0,CARD
78,1493,2025-05-27T17:44:17,1197.28,Fashion,0,CARD
79,2065,2025-05-27T08:20:39,666.66,Grocery,1,CARD
80,2181,2025-05-27T18:35:38,5982.04,Electronics,0,UPI
81,1015,2025-05-27T21:35:38,1348.96,Home,0,CARD
82,1065,2025-05-27T08:02:05,679.25,Home,0,CARD
83,1521,2025-05-27T20:34:32,374.78,Grocery,1,UPI
84,2153,2025-05-27T14:37:37,1277.19,Fashion,0,CARD
85,1648,2025-05-27T12:16:38,679.15,Beauty,0,UPI
86,2087,2025-05-27T09:50:38,2052.06,Sports,0,CARD
87,2163,2025-05-27T09:49:30,352.13,Grocery,0,CARD
88,1593,2025-05-27T08:54:09,2963.9,Electronics,0,UPI
89,1392,2025-05-27T10:31:50,597.31,Home,0,CARD
90,1419,2025-05-27T19:12:43,550.25,Books,0,UPI
91,1289,2025-05-27T11:46:45,1247.54,Home,0,CARD
92,1379,2025-05-27T11:21:55,1027.68,Sports,0,CARD
93,1231,2025-05-27T18:51:02,390.33,Grocery,1,WALLET
94,2018,2025-05-27T14:21:51,2248.39,Fashion,0,UPI
95,1041,2025-05-27T18:42:05,638.51,Home,0,UPI
96,2052,2025-05-27T17:02:36,580.51,Books,0,CARD
97,1135,2025-05-27T11:29:55,4169.07,Electronics,0,UPI
98,1201,2025-05-27T08:32:49,4035.42,Electronics,0,CARD
99,1780,2025-05-27T20:09:13,1643.86,Fashion,1,CARD
100,1930,2025-05-27T12:47:55,931.97,Sports,0,WALLET
101,2057,2025-05-27T09:14:30,430.53,Home,1,CARD
102,2072,2025-05-27T10:50:25,5845.66,Electronics,0,COD
103,1503,2025-05-27T19:45:24,404.71,Grocery,0,CARD
104,1407,2025-05-27T19:39:34,1427.62,Fashion,0,CARD
105,1805,2025-05-27T19:52:39,1420.85,Home,0,CARD
106,1099,2025-05-27T14:26:36,331.57,Books,1,WALLET
107,1684,2025-05-27T19:11:27,302.28,Books,0,UPI
108,1726,2025-05-27T11:47:49,1800.36,Fashion,0,WALLET
109,1961,2025-05-27T18:23:00,1281.77,Fashion,0,UPI
110,1613,2025-05-27T20:32:21,844.92,Beauty,1,UPI
111,1643,2025-05-27T21:59:10,4563.74,Electronics,0,WALLET
112,2029,2025-05-27T21:25:20,445.75,Books,0,CARD
113,1503,2025-05-27T21:10:14,1518.47,Sports,0,CARD
114,1767,2025-05-27T18:33:26,1494.52,Home,0,CARD
115,1398,2025-05-27T12:19:37,992.78,Home,0,COD
116,1871,2025-05-27T14:14:33,304.11,Grocery,1,WALLET
117,1795,2025-05-27T15:57:05,985.64,Sports,0,CARD
118,1393,2025-05-27T12:18:24,691.61,Home,0,UPI
119,1207,2025-05-27T14:41:29,585.59,Books,1,WALLET
120,2039,2025-05-27T18:08:07,504.25,Beauty,0,CARD
121,1892,2025-05-27T08:05:02,1625.94,Fashion,0,UPI
122,1864,2025-05-27T16:44:23,4198.87,Electronics,0,WALLET
123,1743,2025-05-27T20:28:32,811.11,Home,1,CARD
124,1564,2025-05-27T16:07:39,623.78,Grocery,0,UPI
125,2021,2025-05-27T21:55:38,773.6,Beauty,0,CARD
126,1096,2025-05-27T19:53:43,310.17,Grocery,0,WALLET
127,1485,2025-05-27T18:20:08,404.84,Grocery,0,COD
128,1231,2025-05-27T16:30:59,1608.34,Fashion,0,WALLET
129,1749,2025-05-27T17:57:20,3876.65,Electronics,1,CARD
130,2195,2025-05-27T16:51:30,339.76,Grocery,0,WALLET
131,1541,2025-05-27T11:46:38,2499.73,Fashion,1,WALLET
132,2060,2025-05-27T21:04:15,853.38,Sports,0,CARD
133,1525,2025-05-27T20:58:53,1169.78,Fashion,0,WALLET
134,2184,2025-05-27T13:25:08,617.58,Books,0,CARD
135,2110,2025-05-27T19:44:47,367.6,Grocery,0,UPI
136,1578,2025-05-27T11:43:00,583.9,Grocery,0,CARD
137,1682,2025-05-27T15:29:44,650.99,Books,1,CARD
138,1557,2025-05-27T20:23:53,1337.09,Fashion,1,CARD
139,2013,2025-05-27T10:15:25,4551.56,Electronics,0,UPI
140,1646,2025-05-27T18:00:59,6846.32,Electronics,1,CARD
141,1796,2025-05-27T09:07:13,661.62,Sports,1,UPI
142,2052,2025-05-27T18:31:13,316.51,Grocery,0,CARD
143,1190,2025-05-27T12:44:47,550.52,Grocery,0,CARD
144,1633,2025-05-27T19:21:41,671.52,Beauty,0,CARD
145,1628,2025-05-27T21:48:46,7638.09,Electronics,0,UPI
146,1973,2025-05-27T09:35:04,3891.24,Electronics,1,CARD
147,1710,2025-05-27T10:10:48,1373.23,Fashion,0,UPI
148,1649,2025-05-27T13:59:52,390.82,Grocery,0,WALLET
149,1318,2025-05-27T20:42:23,1040.78,Fashion,1,UPI
150,1684,2025-05-27T09:55:24,1282.03,Fashion,1,CARD
151,1664,2025-05-27T15:33:28,1472.24,Home,0,CARD
152,2137,2025-05-27T13:26:54,838.88,Fashion,0,WALLET
153,1442,2025-05-27T08:08:08,1426.61,Fashion,1,CARD
154,1564,2025-05-27T19:04:42,1363.77,Sports,0,WALLET
155,2137,2025-05-27T15:12:03,1376.11,Fashion,0,CARD
156,1952,2025-05-27T21:28:28,360.32,Grocery,0,WALLET
157,2105,2025-05-27T17:59:01,811.03,Books,0,UPI
158,1699,2025-05-27T16:06:05,930.61,Home,0,COD
159,1113,2025-05-27T08:27:47,3655.58,Electronics,1,CARD
160,1002,2025-05-27T15:16:53,943.37,Home,1,UPI
161,1642,2025-05-27T09:08:34,1426.22,Fashion,1,CARD
162,1220,2025-05-27T18:05:21,503.03,Beauty,1,CARD
163,1855,2025-05-27T10:09:21,918.17,Fashion,0,UPI
164,1385,2025-05-27T16:38:36,1624.48,Home,0,WALLET
165,2154,2025-05-27T17:22:48,1356.17,Fashion,0,COD
166,2077,2025-05-27T21:26:46,2303.27,Fashion,0,UPI
167,1730,2025-05-27T15:03:46,541.53,Grocery,0,CARD
168,1247,2025-05-27T12:56:12,349.45,Beauty,0,CARD
169,1836,2025-05-27T18:36:58,5987.42,Electronics,0,UPI
170,1203,2025-05-27T09:01:52,7910.23,Electronics,0,CARD
171,1123,2025-05-27T08:22:47,4405.31,Electronics,1,CARD
172,1401,2025-05-27T19:22:37,6466.77,Electronics,0,CARD
173,1767,2025-05-27T19:36:21,6041.69,Electronics,0,CARD
174,1294,2025-05-27T21:46:46,480.1,Grocery,0,CARD
175,1280,2025-05-27T15:16:40,3536.57,Electronics,0,CARD
176,1884,2025-05-27T09:02:06,773.32,Fashion,0,CARD
177,1198,2025-05-27T14:33:36,999.68,Books,1,CARD
178,1982,2025-05-27T15:42:03,1901.73,Fashion,0,COD
179,1752,2025-05-27T18:26:14,359.69,Grocery,0,CARD
180,1144,2025-05-27T17:42:38,3364.35,Electronics,0,CARD
181,1609,2025-05-27T10:31:48,4367.23,Electronics,0,UPI
182,2148,2025-05-27T11:22:58,7865.12,Electronics,0,CARD
183,1187,2025-05-27T17:54:03,3577.98,Electronics,0,WALLET
184,1464,2025-05-27T16:42:04,542.9,Beauty,0,UPI
185,1660,2025-05-27T18:39:20,2966.45,Electronics,0,CARD
186,1764,2025-05-27T12:57:04,4191.8,Electronics,0,CARD
187,1955,2025-05-27T20:36:00,3906.71,Electronics,0,WALLET
188,1403,2025-05-27T10:28:47,961.6,Fashion,0,WALLET
189,1147,2025-05-27T15:49:04,520.25,Beauty,0,CARD
190,2172,2025-05-27T16:36:50,1507.68,Fashion,0,UPI
191,1864,2025-05-27T14:14:03,1743.24,Fashion,1,CARD
192,1489,2025-05-27T12:00:37,397.67,Grocery,0,COD
193,1929,2025-05-27T20:18:18,3484.96,Electronics,0,CARD
194,1551,2025-05-27T19:02:58,750.7,Sports,1,WALLET
195,1338,2025-05-27T11:06:47,240.29,Grocery,1,UPI
196,1872,2025-05-27T15:05:37,5868.9,Electronics,0,UPI
197,1641,2025-05-27T17:55:57,426.95,Books,0,CARD
198,1473,2025-05-27T11:20:40,1052.21,Home,0,CARD
199,1151,2025-05-27T19:39:46,3955.43,Electronics,0,CARD
200,1263,2025-05-27T14:16:52,414.09,Beauty,0,CARD
201,1144,2025-05-27T15:54:01,1201.16,Sports,0,CARD
202,1346,2025-05-27T09:47:51,1307.15,Sports,0,UPI
203,1624,2025-05-27T17:53:51,3169.61,Electronics,0,CARD
204,2017,2025-05-27T20:04:21,934.85,Beauty,1,CARD
205,1881,2025-05-27T15:22:03,1667.45,Fashion,0,COD
206,1002,2025-05-27T16:42:28,1319.65,Fashion,0,WALLET
207,1897,2025-05-27T08:19:37,268.04,Grocery,0,WALLET
208,1254,2025-05-27T09:19:20,1243.23,Fashion,0,COD
209,1453,2025-05-27T17:06:19,1016.17,Fashion,0,CARD
210,2061,2025-05-27T14:00:36,1315.77,Sports,1,CARD
211,2184,2025-05-27T12:32:33,6029.12,Electronics,0,UPI
212,2015,2025-05-27T11:12:36,642.19,Beauty,0,UPI
213,1009,2025-05-27T15:39:58,587.44,Grocery,1,CARD
214,2123,2025-05-27T11:12:43,399.17,Books,1,WALLET
215,1816,2025-05-27T21:00:19,1149.77,Fashion,0,CARD
216,1208,2025-05-27T20:09:50,1584.35,Fashion,0,CARD
217,2155,2025-05-27T10:17:14,6168.86,Electronics,0,CARD
218,1404,2025-05-27T15:05:19,1775.63,Fashion,0,UPI
219,1152,2025-05-27T15:29:26,1089.94,Fashion,0,UPI
220,1054,2025-05-27T12:29:33,733.41,Beauty,0,CARD
221,2144,2025-05-27T15:29:47,456.17,Beauty,0,WALLET
222,1628,2025-05-27T11:39:38,1123.27,Fashion,0,CARD
223,1587,2025-05-27T18:55:38,3597.24,Electronics,0,CARD
224,1104,2025-05-27T14:49:56,1182.41,Fashion,0,WALLET
225,1254,2025-05-27T17:12:54,387.2,Beauty,0,COD
226,2136,2025-05-27T19:39:34,883.88,Fashion,1,WALLET
227,1510,2025-05-27T09:13:51,3845.33,Electronics,0,WALLET
228,1099,2025-05-27T15:42:44,495.25,Books,0,UPI
229,1153,2025-05-27T14:00:27,431.01,Grocery,1,UPI
230,1914,2025-05-27T18:55:10,242.52,Grocery,0,CARD
231,1878,2025-05-27T10:28:26,756.02,Sports,0,CARD
232,1338,2025-05-27T18:15:14,2090.01,Fashion,0,CARD
233,1822,2025-05-27T20:26:54,4678.97,Electronics,0,CARD
234,2187,2025-05-27T20:36:19,853.29,Fashion,0,UPI
235,1957,2025-05-27T11:37:56,291.09,Grocery,0,CARD
236,1161,2025-05-27T21:41:32,1181.8,Sports,0,CARD
237,1801,2025-05-27T18:27:30,881.9,Fashion,1,CARD
238,1398,2025-05-27T21:01:21,4745.28,Electronics,0,UPI
239,1816,2025-05-27T20:53:33,767.76,Beauty,0,CARD
240,2159,2025-05-27T09:40:12,1188.42,Fashion,0,WALLET
241,1401,2025-05-27T21:55:15,320.86,Grocery,1,CARD
242,1640,2025-05-27T09:59:11,437.3,Grocery,0,CARD
243,2057,2025-05-27T15:50:11,2245.81,Fashion,0,UPI
244,1688,2025-05-27T15:31:57,731.34,Home,1,WALLET
245,1460,2025-05-27T18:06:18,557.84,Grocery,0,CARD
246,1955,2025-05-27T19:50:52,547.4,Beauty,0,UPI
247,1470,2025-05-27T09:54:54,4908.66,Electronics,0,UPI
248,2046,2025-05-27T11:44:27,5356.3,Electronics,0,CARD
249,1750,2025-05-27T16:36:50,434.21,Beauty,0,WALLET
250,1038,2025-05-27T21:40:57,6543.07,Electronics,0,UPI
251,1230,2025-05-27T19:50:41,3874.18,Electronics,0,UPI
252,1563,2025-05-27T11:24:49,850.53,Beauty,0,WALLET
253,1438,2025-05-27T20:29:36,4034.44,Electronics,0,WALLET
254,1027,2025-05-27T20:06:36,555.18,Books,0,UPI
255,1226,2025-05-27T14:26:11,6378.17,Electronics,0,WALLET
256,1798,2025-05-27T17:41:45,1664.08,Fashion,0,UPI
257,1284,2025-05-27T13:47:09,994.43,Fashion,1,UPI
258,1879,2025-05-27T17:27:34,1466.21,Home,1,UPI
259,1960,2025-05-27T21:27:58,5993.54,Electronics,0,UPI
260,1453,2025-05-27T20:15:39,1426.21,Fashion,1,CARD
261,2020,2025-05-27T21:31:53,738.84,Home,1,WALLET
262,1816,2025-05-27T16:15:34,612.39,Books,1,WALLET
263,1659,2025-05-27T09:57:32,1465.12,Sports,0,CARD
264,1547,2025-05-27T09:00:54,819.77,Beauty,0,WALLET
265,2073,2025-05-27T14:31:26,3516.32,Electronics,0,CARD
266,1017,2025-05-27T13:12:23,373.48,Grocery,1,CARD
267,2196,2025-05-27T21:26:08,477.87,Home,0,UPI
268,1158,2025-05-27T14:48:09,428.37,Grocery,1,CARD
269,1477,2025-05-27T10:23:56,238.91,Grocery,0,WALLET
270,2070,2025-05-27T09:47:21,429.48,Beauty,1,WALLET
271,1518,2025-05-27T14:50:11,1793.29,Sports,0,CARD
272,1099,2025-05-27T19:47:15,4047.81,Electronics,0,CARD
273,2061,2025-05-27T11:22:29,1223.57,Fashion,0,CARD
274,1280,2025-05-27T17:36:06,1315.31,Fashion,1,UPI
275,1497,2025-05-27T19:46:08,1274.64,Fashion,0,COD
276,1302,2025-05-27T14:01:15,391.23,Beauty,1,UPI
277,1181,2025-05-27T09:31:35,5635.3,Electronics,0,CARD
278,1607,2025-05-27T19:51:08,267.16,Grocery,0,UPI
279,2123,2025-05-27T11:47:53,562.85,Beauty,0,CARD
280,1700,2025-05-27T11:05:30,449.43,Grocery,1,UPI
281,1993,2025-05-27T14:17:48,3278.16,Electronics,0,CARD
282,2140,2025-05-27T12:13:42,994.58,Fashion,1,UPI
283,1191,2025-05-27T14:34:29,1205.98,Fashion,1,CARD
284,1253,2025-05-27T17:27:48,3351.4,Electronics,0,COD
285,1981,2025-05-27T14:27:33,1774.91,Fashion,1,CARD
286,1928,2025-05-27T10:37:15,6157.38,Electronics,0,UPI
287,2185,2025-05-27T15:55:52,3527.28,Electronics,0,WALLET
288,1128,2025-05-27T18:23:04,954.21,Home,0,CARD
289,1018,2025-05-27T12:33:13,2427.2,Fashion,0,WALLET
290,1566,2025-05-27T10:56:57,1574.35,Sports,1,UPI
291,1570,2025-05-27T18:42:00,422.89,Beauty,1,CARD
292,1686,2025-05-27T10:44:12,274.87,Grocery,1,CARD
293,1626,2025-05-27T16:43:21,1976.26,Sports,0,UPI
294,1854,2025-05-27T09:44:55,462.58,Grocery,0,CARD
295,1962,2025-05-27T21:57:04,1153.14,Fashion,0,UPI
296,1155,2025-05-27T17:59:53,829.45,Fashion,1,CARD
297,1490,2025-05-27T17:28:04,827.58,Fashion,1,UPI
298,1785,2025-05-27T20:31:45,821.83,Home,0,CARD
299,2128,2025-05-27T18:59:35,625.32,Books,0,WALLET
300,1246,2025-05-27T18:07:31,1541.23,Home,0,COD
301,2200,2025-05-27T10:00:27,7601.32,Electronics,1,COD
302,2063,2025-05-27T16:51:50,1990.28,Sports,1,UPI
303,1759,2025-05-27T18:00:41,557.7,Home,1,CARD
304,1538,2025-05-27T14:29:44,3334.54,Electronics,0,UPI
305,1921,2025-05-27T08:02:25,2962.93,Electronics,0,CARD
306,1408,2025-05-27T18:29:38,748.48,Sports,0,CARD
307,1525,2025-05-27T12:27:15,268.79,Grocery,0,CARD
308,1828,2025-05-27T08:50:40,707.29,Books,0,CARD
309,1903,2025-05-27T19:47:02,2597.34,Electronics,1,UPI
310,1036,2025-05-27T15:16:00,2945.93,Sports,1,UPI
311,1685,2025-05-27T21:47:14,594.27,Beauty,0,CARD
312,1020,2025-05-27T12:53:53,3993.11,Electronics,0,CARD
313,1321,2025-05-27T16:09:04,4587.98,Electronics,1,COD
314,1512,2025-05-27T12:43:34,657.52,Sports,0,CARD
315,1400,2025-05-27T12:09:56,435.53,Grocery,0,CARD
316,1654,2025-05-27T21:38:24,1507.09,Fashion,0,CARD
317,1972,2025-05-27T19:33:41,1510.69,Fashion,0,UPI
318,1471,2025-05-27T11:14:55,389.27,Books,1,UPI
319,2167,2025-05-27T08:47:32,950.49,Fashion,0,CARD
320,2116,2025-05-27T12:26:54,1584.26,Sports,0,CARD
321,1834,2025-05-27T15:30:42,1220.26,Fashion,0,UPI
322,1727,2025-05-27T17:22:35,1343.04,Fashion,0,UPI
323,1854,2025-05-27T19:13:10,905.34,Fashion,1,CARD
324,1051,2025-05-27T14:35:11,373.46,Beauty,0,COD
325,1575,2025-05-27T15:15:22,2458.75,Sports,1,CARD
326,2149,2025-05-27T10:32:40,1104.91,Fashion,1,CARD
327,1150,2025-05-27T15:33:33,336.39,Beauty,0,WALLET
328,1314,2025-05-27T21:57:32,348.0,Books,0,CARD
329,1570,2025-05-27T18:57:00,1142.05,Fashion,0,UPI
330,1305,2025-05-27T10:03:41,325.05,Grocery,1,CARD
331,1682,2025-05-27T13:56:40,1090.83,Home,0,CARD
332,1838,2025-05-27T17:18:57,321.3,Grocery,0,COD
333,2078,2025-05-27T12:55:27,4191.9,Electronics,0,CARD
334,2003,2025-05-27T21:01:22,1210.0,Home,1,WALLET
335,1444,2025-05-27T09:12:38,455.86,Grocery,1,CARD
336,1613,2025-05-27T15:54:42,1218.81,Fashion,0,CARD
337,1993,2025-05-27T16:55:17,4810.57,Electronics,0,CARD
338,1264,2025-05-27T14:26:04,1354.29,Sports,1,UPI
339,2077,2025-05-27T16:51:50,400.74,Grocery,1,CARD
340,2004,2025-05-27T17:01:36,1210.4,Fashion,1,WALLET
341,1005,2025-05-27T20:18:31,648.95,Books,0,CARD
342,2127,2025-05-27T16:09:31,883.22,Sports,0,COD
343,1774,2025-05-27T18:41:07,5734.67,Electronics,0,CARD
344,1877,2025-05-27T12:53:45,548.77,Beauty,0,WALLET
345,1992,2025-05-27T17:24:53,990.97,Beauty,1,UPI
346,1884,2025-05-27T10:59:53,1646.83,Sports,0,UPI
347,1047,2025-05-27T16:36:47,3048.52,Electronics,1,WALLET
348,1867,2025-05-27T15:09:26,372.18,Grocery,0,UPI
349,1823,2025-05-27T18:58:52,909.86,Sports,0,UPI
350,1936,2025-05-27T11:25:23,387.29,Books,1,CARD
351,1656,2025-05-27T20:43:19,805.63,Fashion,1,CARD
352,1269,2025-05-27T21:00:20,323.46,Books,1,WALLET
353,1370,2025-05-27T20:36:48,2751.05,Electronics,0,UPI
354,1636,2025-05-27T10:10:43,778.05,Books,0,UPI
355,2130,2025-05-27T11:56:50,3086.15,Electronics,1,CARD
356,1657,2025-05-27T12:34:16,1539.78,Fashion,0,CARD
357,1120,2025-05-27T16:42:47,1077.79,Sports,0,CARD
358,1831,2025-05-27T10:48:26,5445.57,Electronics,0,UPI
359,2082,2025-05-27T18:32:37,1012.14,Beauty,0,CARD
360,1741,2025-05-27T08:41:12,1322.02,Sports,1,CARD
361,1117,2025-05-27T21:50:59,1173.7,Sports,0,CARD
362,1791,2025-05-27T09:51:44,568.91,Grocery,0,CARD
363,2151,2025-05-27T09:01:53,260.24,Grocery,1,UPI
364,2013,2025-05-27T09:24:11,454.52,Grocery,0,CARD
365,2082,2025-05-27T10:59:16,590.54,Beauty,0,UPI
366,1634,2025-05-27T08:41:15,1718.79,Fashion,0,CARD
367,1513,2025-05-27T18:06:18,5552.01,Electronics,0,CARD
368,1802,2025-05-27T09:10:55,760.88,Home,0,CARD
369,2120,2025-05-27T12:01:24,235.95,Grocery,0,CARD
370,2142,2025-05-27T17:35:03,1517.8,Fashion,1,CARD
371,1560,2025-05-27T10:17:38,719.55,Fashion,0,CARD
372,1488,2025-05-27T19:19:07,630.75,Home,1,UPI
373,1897,2025-05-27T17:46:36,3447.52,Electronics,0,CARD
374,1704,2025-05-27T20:31:53,641.47,Grocery,0,UPI
375,1581,2025-05-27T19:09:54,1589.89,Fashion,0,WALLET
376,1790,2025-05-27T10:22:13,555.67,Grocery,0,UPI
377,1861,2025-05-27T17:03:01,5243.61,Electronics,1,CARD
378,1247,2025-05-27T09:27:29,938.86,Books,0,CARD
379,2100,2025-05-27T13:20:01,500.19,Home,1,CARD
380,1154,2025-05-27T10:41:26,476.13,Grocery,1,CARD
381,1997,2025-05-27T21:01:17,320.68,Grocery,0,COD
382,2110,2025-05-27T16:53:27,519.72,Home,1,CARD
383,1697,2025-05-27T08:11:01,539.99,Grocery,0,CARD
384,2093,2025-05-27T20:27:23,4534.23,Electronics,0,UPI
385,2071,2025-05-27T16:22:17,350.04,Grocery,0,UPI
386,2009,2025-05-27T21:12:36,809.53,Grocery,1,UPI
387,1094,2025-05-27T19:53:48,1600.38,Fashion,0,CARD
388,1958,2025-05-27T21:30:04,996.02,Sports,1,CARD
389,2012,2025-05-27T10:55:26,1205.31,Home,0,CARD
390,1453,2025-05-27T08:56:14,1410.83,Home,0,CARD
391,1912,2025-05-27T15:06:32,885.17,Fashion,1,CARD
392,1218,2025-05-27T16:03:02,3816.48,Electronics,0,CARD
393,1474,2025-05-27T08:03:27,531.16,Home,1,CARD
394,1432,2025-05-27T17:50:33,447.43,Books,1,CARD
395,1341,2025-05-27T14:26:37,4315.45,Electronics,1,CARD
396,1551,2025-05-27T17:16:40,732.95,Home,1,UPI
397,1357,2025-05-27T08:51:23,273.1,Books,1,UPI
398,1023,2025-05-27T16:08:48,1756.67,Fashion,0,WALLET
399,1522,2025-05-27T20:54:39,518.71,Grocery,1,CARD
400,2124,2025-05-27T19:54:51,1063.02,Fashion,0,CARD
401,1802,2025-05-27T13:35:03,6586.28,Electronics,0,CARD
402,1762,2025-05-27T19:04:51,1308.16,Fashion,0,UPI
403,1442,2025-05-27T10:59:14,705.78,Sports,0,UPI
404,1769,2025-05-27T17:34:07,4939.51,Electronics,0,CARD
405,2016,2025-05-27T12:25:01,993.74,Fashion,1,WALLET
406,1516,2025-05-27T17:10:04,2060.29,Fashion,0,CARD
407,2040,2025-05-27T10:04:06,880.26,Fashion,0,CARD
408,1792,2025-05-27T18:20:11,1738.86,Home,0,UPI
409,1336,2025-05-27T21:23:51,1769.63,Fashion,0,WALLET
410,1258,2025-05-27T16:08:21,1996.97,Fashion,0,UPI
411,1497,2025-05-27T15:15:16,882.56,Sports,1,WALLET
412,1896,2025-05-27T19:28:43,913.36,Fashion,0,CARD
413,1160,2025-05-27T13:12:32,507.98,Beauty,1,WALLET
414,1852,2025-05-27T16:59:36,920.67,Fashion,0,CARD
415,1690,2025-05-27T12:37:49,2917.12,Electronics,0,WALLET
416,1380,2025-05-27T17:08:36,3540.49,Electronics,0,CARD
417,1957,2025-05-27T11:43:15,1284.65,Fashion,0,WALLET
418,1691,2025-05-27T13:40:21,1227.34,Fashion,1,CARD
419,2192,2025-05-27T15:19:02,769.54,Home,0,UPI
420,2067,2025-05-27T09:21:35,1102.0,Fashion,0,CARD
